code,市場,銘柄名,現在値,業種,出来高,配当利回り,予PER,実PBR,単元株数,売上高,経常利益,自己資本比率,実ROE,優待月(上),優待月(下),単元倍率,特色,連結事業
3540,東証JQS,歯愛メディカル,6710.0,,,,,,,,,,,,,,,
3541,マザーズ,農業総合研究所,528.0,,,,,,,,,,,,,,,
3542,マザーズ,ベガコーポレーション,1409.0,,,,,,,,,,,,,,,
3543,東証1部,コメダホールディングス,2040.0,,,,,,,,,,,,,,,
3544,東証1部,サツドラホールディングス,2197.0,,,,,,,,,,,,,,,
3546,東証1部,アレンザホールディングス,1227.0,,,,,,,,,,,,,,,
3547,東証1部,串カツ田中ホールディングス,1731.0,,,,,,,,,,,,,,,
3548,東証1部,バロックジャパンリミテッド,761.0,,,,,,,,,,,,,,,
3549,東証1部,クスリのアオキホールディングス,7790.0,,,,,,,,,,,,,,,
3550,マザーズ,スタジオアタオ,458.0,,,,,,,,,,,,,,,
3551,東証1部,ダイニック,789.0,,,,,,,,,,,,,,,
3553,東証1部,共和レザー,701.0,,,,,,,,,,,,,,,
3556,マザーズ,リネットジャパングループ,847.0,,,,,,,,,,,,,,,
3557,マザーズ,ユナイテッド＆コレクティブ,1022.0,,,,,,,,,,,,,,,
3558,マザーズ,ロコンド,1610.0,,,,,,,,,,,,,,,
3559,東証1部,ピーバンドットコム,847.0,,,,,,,,,,,,,,,
3560,東証JQS,ほぼ日,4020.0,,,,,,,,,,,,,,,
3561,東証1部,力の源ホールディングス,614.0,,,,,,,,,,,,,,,
3562,東証JQS,Ｎｏ．１,1272.0,,,,,,,,,,,,,,,
3563,東証1部,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,4740.0,,,,,,,,,,,,,,,
3565,東証1部,アセンテック,1290.0,,,,,,,,,,,,,,,
3566,マザーズ,ユニフォームネクスト,1846.0,,,,,,,,,,,,,,,
3569,東証1部,セーレン,1978.0,,,,,,,,,,,,,,,
3571,東証1部,ソトー,799.0,,,,,,,,,,,,,,,
3577,東証1部,東海染工,1127.0,,,,,,,,,,,,,,,
3578,東証2部,倉庫精練,410.0,,,,,,,,,,,,,,,
3580,東証1部,小松マテーレ,919.0,,,,,,,,,,,,,,,
3583,東証2部,オーベクス,669.0,,,,,,,,,,,,,,,
3591,東証1部,ワコールホールディングス,2522.0,,,,,,,,,,,,,,,
3593,東証1部,ホギメディカル,3335.0,,,,,,,,,,,,,,,
3597,東証2部,自重堂,6990.0,,,,,,,,,,,,,,,
3598,東証2部,山喜,166.0,,,,,,,,,,,,,,,
3600,東証2部,フジックス,1693.0,,,,,,,,,,,,,,,
3604,東証2部,川本産業,1154.0,,,,,,,,,,,,,,,
3607,東証1部,クラウディアホールディングス,285.0,,,,,,,,,,,,,,,
3608,東証1部,ＴＳＩホールディングス,316.0,,,,,,,,,,,,,,,
3611,東証1部,マツオカコーポレーション,1908.0,,,,,,,,,,,,,,,
3612,東証1部,ワールド,1504.0,,,,,,,,,,,,,,,
3622,マザーズ,ネットイヤーグループ,683.0,,,,,,,,,,,,,,,
3623,マザーズ,ビリングシステム,1119.0,,,,,,,,,,,,,,,
3624,マザーズ,アクセルマーク,504.0,,,,,,,,,,,,,,,
3625,東証JQG,テックファームホールディングス,668.0,,,,,,,,,,,,,,,
3626,東証1部,ＴＩＳ,2586.0,,,,,,,,,,,,,,,
3627,東証1部,ＪＮＳホールディングス,529.0,,,,,,,,,,,,,,,
3628,マザーズ,データホライゾン,4450.0,,,,,,,,,,,,,,,
3630,東証1部,電算システム,3120.0,,,,,,,,,,,,,,,
3632,東証1部,グリー,563.0,,,,,,,,,,,,,,,
3633,東証1部,ＧＭＯペパボ,5390.0,,,,,,,,,,,,,,,
3634,東証2部,ソケッツ,824.0,,,,,,,,,,,,,,,
3635,東証1部,コーエーテクモホールディングス,4670.0,,,,,,,,,,,,,,,
3636,東証1部,三菱総合研究所,4135.0,,,,,,,,,,,,,,,
3639,東証1部,ボルテージ,514.0,,,,,,,,,,,,,,,
3640,東証1部,電算,2343.0,,,,,,,,,,,,,,,
3641,東証JQS,パピレス,1621.0,,,,,,,,,,,,,,,
3645,マザーズ,メディカルネット,1314.0,,,,,,,,,,,,,,,
3646,マザーズ,駅探,485.0,,,,,,,,,,,,,,,
3647,東証2部,ジー・スリーホールディングス,486.0,,,,,,,,,,,,,,,
3648,東証1部,ＡＧＳ,820.0,,,,,,,,,,,,,,,
3649,東証1部,ファインデックス,1098.0,,,,,,,,,,,,,,,
3652,マザーズ,ディジタルメディアプロフェッショナル,2073.0,,,,,,,,,,,,,,,
3653,マザーズ,モルフォ,1318.0,,,,,,,,,,,,,,,
3655,東証1部,ブレインパッド,5430.0,,,,,,,,,,,,,,,
3656,東証1部,ＫＬａｂ,714.0,,,,,,,,,,,,,,,
3657,東証1部,ポールトゥウィン・ピットクルーホールディングス,1060.0,,,,,,,,,,,,,,,
3658,東証1部,イーブックイニシアティブジャパン,2478.0,,,,,,,,,,,,,,,
3659,東証1部,ネクソン,2722.0,,,,,,,,,,,,,,,
3660,東証1部,アイスタイル,507.0,,,,,,,,,,,,,,,
3661,東証1部,エムアップホールディングス,2466.0,,,,,,,,,,,,,,,
3662,東証1部,エイチーム,1658.0,,,,,,,,,,,,,,,
3663,東証2部,アートスパークホールディングス,3020.0,,,,,,,,,,,,,,,
3664,マザーズ,モブキャストホールディングス,126.0,,,,,,,,,,,,,,,
3665,東証1部,エニグモ,1263.0,,,,,,,,,,,,,,,
3666,東証1部,テクノスジャパン,606.0,,,,,,,,,,,,,,,
3667,東証1部,ｅｎｉｓｈ,504.0,,,,,,,,,,,,,,,
3668,東証1部,コロプラ,787.0,,,,,,,,,,,,,,,
3670,東証JQS,協立情報通信,1700.0,,,,,,,,,,,,,,,
3671,マザーズ,ソフトマックス,1190.0,,,,,,,,,,,,,,,
3672,東証1部,オルトプラス,464.0,,,,,,,,,,,,,,,
3673,東証1部,ブロードリーフ,533.0,,,,,,,,,,,,,,,
3674,マザーズ,オークファン,1304.0,,,,,,,,,,,,,,,
3675,東証1部,クロス・マーケティンググループ,624.0,,,,,,,,,,,,,,,
3676,東証1部,デジタルハーツホールディングス,1467.0,,,,,,,,,,,,,,,
3677,東証1部,システム情報,934.0,,,,,,,,,,,,,,,
3678,東証1部,メディアドゥ,5120.0,,,,,,,,,,,,,,,
3679,東証1部,じげん,404.0,,,,,,,,,,,,,,,
3680,マザーズ,ホットリンク,726.0,,,,,,,,,,,,,,,
3681,東証1部,ブイキューブ,2693.0,,,,,,,,,,,,,,,
3682,東証1部,エンカレッジ・テクノロジ,626.0,,,,,,,,,,,,,,,
3683,東証1部,サイバーリンクス,1568.0,,,,,,,,,,,,,,,
3686,東証1部,ディー・エル・イー,293.0,,,,,,,,,,,,,,,
3687,東証1部,フィックスターズ,884.0,,,,,,,,,,,,,,,
3688,東証1部,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1606.0,,,,,,,,,,,,,,,
3689,マザーズ,イグニス,2991.0,,,,,,,,,,,,,,,
3690,マザーズ,イルグルム,1193.0,,,,,,,,,,,,,,,
3691,マザーズ,リアルワールド,534.0,,,,,,,,,,,,,,,
3692,マザーズ,ＦＦＲＩセキュリティ,2103.0,,,,,,,,,,,,,,,
3694,東証1部,オプティム,2427.0,,,,,,,,,,,,,,,
3695,マザーズ,ＧＭＯリサーチ,1902.0,,,,,,,,,,,,,,,
3696,東証1部,セレス,3700.0,,,,,,,,,,,,,,,
3697,東証1部,ＳＨＩＦＴ,13950.0,,,,,,,,,,,,,,,
3698,マザーズ,ＣＲＩ・ミドルウェア,1620.0,,,,,,,,,,,,,,,
3708,東証1部,特種東海製紙,4650.0,,,,,,,,,,,,,,,
3710,東証JQS,ジョルダン,821.0,,,,,,,,,,,,,,,
3712,東証2部,情報企画,2889.0,,,,,,,,,,,,,,,
3719,東証JQS,ジェクシード,211.0,,,,,,,,,,,,,,,
3723,マザーズ,日本ファルコム,1501.0,,,,,,,,,,,,,,,
3726,東証2部,フォーシーズホールディングス,473.0,,,,,,,,,,,,,,,
3727,マザーズ,アプリックス,214.0,,,,,,,,,,,,,,,
3733,東証JQS,ソフトウェア・サービス,10310.0,,,,,,,,,,,,,,,
3738,東証1部,ティーガイア,1942.0,,,,,,,,,,,,,,,
3739,名古屋セ,コムシード,228.0,,,,,,,,,,,,,,,
3741,東証1部,セック,2665.0,,,,,,,,,,,,,,,
3744,東証2部,サイオス,652.0,,,,,,,,,,,,,,,
3747,東証2部,インタートレード,512.0,,,,,,,,,,,,,,,
3750,東証2部,ＦＲＡＣＴＡＬＥ,1390.0,,,,,,,,,,,,,,,
3751,東証1部,日本アジアグループ,953.0,,,,,,,,,,,,,,,
3753,東証2部,フライトホールディングス,538.0,,,,,,,,,,,,,,,
3758,東証JQS,アエリア,569.0,,,,,,,,,,,,,,,
3760,東証JQS,ケイブ,1010.0,,,,,,,,,,,,,,,
3762,東証1部,テクマトリックス,1854.0,,,,,,,,,,,,,,,
3763,東証1部,プロシップ,1348.0,,,,,,,,,,,,,,,
3765,東証1部,ガンホー・オンライン・エンターテイメント,2018.0,,,,,,,,,,,,,,,
3766,東証JQS,システムズ・デザイン,639.0,,,,,,,,,,,,,,,
3768,東証2部,リスクモンスター,1013.0,,,,,,,,,,,,,,,
3769,東証1部,ＧＭＯペイメントゲートウェイ,12740.0,,,,,,,,,,,,,,,
3770,東証1部,ザッパラス,516.0,,,,,,,,,,,,,,,
3771,東証1部,システムリサーチ,2155.0,,,,,,,,,,,,,,,
3772,東証2部,ウェルス・マネジメント,1370.0,,,,,,,,,,,,,,,
3773,マザーズ,アドバンスト・メディア,798.0,,,,,,,,,,,,,,,
3774,東証1部,インターネットイニシアティブ,2608.0,,,,,,,,,,,,,,,
3775,名古屋セ,ガイアックス,703.0,,,,,,,,,,,,,,,
3776,東証JQS,ブロードバンドタワー,245.0,,,,,,,,,,,,,,,
3777,東証JQG,ＦＨＴホールディングス,18.0,,,,,,,,,,,,,,,
3778,東証1部,さくらインターネット,618.0,,,,,,,,,,,,,,,
3779,東証JQS,ジェイ・エスコム　ホールディングス,107.0,,,,,,,,,,,,,,,
3782,マザーズ,ディー・ディー・エス,197.0,,,,,,,,,,,,,,,
3784,東証1部,ヴィンクス,927.0,,,,,,,,,,,,,,,
3787,東証2部,テクノマセマティカル,758.0,,,,,,,,,,,,,,,
3788,東証1部,ＧＭＯグローバルサイン・ホールディングス,5030.0,,,,,,,,,,,,,,,
3791,東証JQS,ＩＧポート,1686.0,,,,,,,,,,,,,,,
3793,マザーズ,ドリコム,648.0,,,,,,,,,,,,,,,
3796,東証2部,いい生活,469.0,,,,,,,,,,,,,,,
3798,東証JQS,ＵＬＳグループ,3225.0,,,,,,,,,,,,,,,
3799,東証2部,キーウェアソリューションズ,782.0,,,,,,,,,,,,,,,
3800,東証JQS,ユニリタ,1904.0,,,,,,,,,,,,,,,
3802,東証JQS,エコミック,532.0,,,,,,,,,,,,,,,
3803,東証JQG,イメージ情報開発,544.0,,,,,,,,,,,,,,,
3804,東証JQS,システム　ディ,1453.0,,,,,,,,,,,,,,,
3807,東証JQG,フィスコ,192.0,,,,,,,,,,,,,,,
3808,名古屋セ,オウケイウェイヴ,268.0,,,,,,,,,,,,,,,
3810,東証2部,サイバーステップ,685.0,,,,,,,,,,,,,,,
3814,東証JQG,アルファクス・フード・システム,757.0,,,,,,,,,,,,,,,
3815,マザーズ,メディア工房,323.0,,,,,,,,,,,,,,,
3816,東証JQS,大和コンピューター,1108.0,,,,,,,,,,,,,,,
3817,東証1部,ＳＲＡホールディングス,2558.0,,,,,,,,,,,,,,,
3823,東証2部,アクロディア,176.0,,,,,,,,,,,,,,,
3824,福岡Q,メディアファイブ,683.0,,,,,,,,,,,,,,,
3825,東証2部,リミックスポイント,181.0,,,,,,,,,,,,,,,
3826,東証1部,システムインテグレータ,628.0,,,,,,,,,,,,,,,
3830,名古屋セ,ギガプライズ,1373.0,,,,,,,,,,,,,,,
3834,東証1部,朝日ネット,698.0,,,,,,,,,,,,,,,
3835,東証1部,ｅＢＡＳＥ,929.0,,,,,,,,,,,,,,,
3836,東証1部,アバント,1404.0,,,,,,,,,,,,,,,
3837,東証1部,アドソル日進,2442.0,,,,,,,,,,,,,,,
3839,東証1部,ＯＤＫソリューションズ,863.0,,,,,,,,,,,,,,,
3840,東証2部,パス,96.0,,,,,,,,,,,,,,,
3841,東証JQS,ジーダット,1250.0,,,,,,,,,,,,,,,
3842,東証JQG,ネクストジェン,1206.0,,,,,,,,,,,,,,,
3843,東証1部,フリービット,888.0,,,,,,,,,,,,,,,
3844,東証1部,コムチュア,2357.0,,,,,,,,,,,,,,,
3845,東証JQS,アイフリークモバイル,153.0,,,,,,,,,,,,,,,
3847,東証JQS,パシフィックシステム,3320.0,,,,,,,,,,,,,,,
3848,東証JQS,データ・アプリケーション,1680.0,,,,,,,,,,,,,,,
3849,札幌ア,日本テクノ・ラボ,1070.0,,,,,,,,,,,,,,,
3850,東証2部,ＮＴＴデータイントラマート,2807.0,,,,,,,,,,,,,,,
3851,東証JQS,日本一ソフトウェア,1082.0,,,,,,,,,,,,,,,
3852,東証1部,サイバーコム,1496.0,,,,,,,,,,,,,,,
3853,東証1部,アステリア,786.0,,,,,,,,,,,,,,,
3854,東証1部,アイル,1530.0,,,,,,,,,,,,,,,
3856,東証2部,Ａｂａｌａｎｃｅ,5000.0,,,,,,,,,,,,,,,
3857,東証JQS,ラック,992.0,,,,,,,,,,,,,,,
3858,東証JQS,ユビキタスＡＩコーポレーション,571.0,,,,,,,,,,,,,,,
3861,東証1部,王子ホールディングス,693.0,,,,,,,,,,,,,,,
3863,東証1部,日本製紙,1419.0,,,,,,,,,,,,,,,
3864,東証1部,三菱製紙,366.0,,,,,,,,,,,,,,,
3865,東証1部,北越コーポレーション,635.0,,,,,,,,,,,,,,,
3877,東証1部,中越パルプ工業,1293.0,,,,,,,,,,,,,,,
3878,東証1部,巴川製紙所,797.0,,,,,,,,,,,,,,,
3880,東証1部,大王製紙,1881.0,,,,,,,,,,,,,,,
3891,東証JQS,ニッポン高度紙工業,3120.0,,,,,,,,,,,,,,,
3892,東証JQS,岡山製紙,981.0,,,,,,,,,,,,,,,
3895,東証JQS,ハビックス,558.0,,,,,,,,,,,,,,,
3896,東証1部,阿波製紙,421.0,,,,,,,,,,,,,,,
3900,マザーズ,クラウドワークス,1490.0,,,,,,,,,,,,,,,
3901,東証1部,マークラインズ,2897.0,,,,,,,,,,,,,,,
3902,東証1部,メディカル・データ・ビジョン,1948.0,,,,,,,,,,,,,,,
3903,東証1部,ｇｕｍｉ,1222.0,,,,,,,,,,,,,,,
3904,マザーズ,カヤック,841.0,,,,,,,,,,,,,,,
3905,マザーズ,データセクション,432.0,,,,,,,,,,,,,,,
3906,マザーズ,ＡＬＢＥＲＴ,4940.0,,,,,,,,,,,,,,,
3907,マザーズ,シリコンスタジオ,1103.0,,,,,,,,,,,,,,,
3908,マザーズ,コラボス,535.0,,,,,,,,,,,,,,,
3909,東証1部,ショーケース,724.0,,,,,,,,,,,,,,,
3910,東証JQS,エムケイシステム,656.0,,,,,,,,,,,,,,,
3911,マザーズ,Ａｉｍｉｎｇ,361.0,,,,,,,,,,,,,,,
3912,東証1部,モバイルファクトリー,1350.0,,,,,,,,,,,,,,,
3913,マザーズ,ｓＭｅｄｉｏ,1134.0,,,,,,,,,,,,,,,
3914,マザーズ,ＪＩＧ－ＳＡＷ,8520.0,,,,,,,,,,,,,,,
3915,東証1部,テラスカイ,2572.0,,,,,,,,,,,,,,,
3916,東証1部,デジタル・インフォメーション・テクノロジー,1981.0,,,,,,,,,,,,,,,
3917,マザーズ,アイリッジ,738.0,,,,,,,,,,,,,,,
3918,東証1部,ＰＣＩホールディングス,1415.0,,,,,,,,,,,,,,,
3919,東証1部,パイプドＨＤ,1534.0,,,,,,,,,,,,,,,
3920,東証1部,アイビーシー,984.0,,,,,,,,,,,,,,,
3921,東証1部,ネオジャパン,1692.0,,,,,,,,,,,,,,,
3922,東証1部,ＰＲ　ＴＩＭＥＳ,3030.0,,,,,,,,,,,,,,,
3923,東証1部,ラクス,2038.0,,,,,,,,,,,,,,,
3924,東証1部,ランドコンピュータ,1039.0,,,,,,,,,,,,,,,
3925,東証1部,ダブルスタンダード,4465.0,,,,,,,,,,,,,,,
3926,東証1部,オープンドア,2214.0,,,,,,,,,,,,,,,
3927,マザーズ,フーバーブレイン,759.0,,,,,,,,,,,,,,,
3928,東証1部,マイネット,842.0,,,,,,,,,,,,,,,
3929,マザーズ,ソーシャルワイヤー,649.0,,,,,,,,,,,,,,,
3930,マザーズ,はてな,1406.0,,,,,,,,,,,,,,,
3931,マザーズ,バリューゴルフ,1800.0,,,,,,,,,,,,,,,
3932,東証1部,アカツキ,3635.0,,,,,,,,,,,,,,,
3933,東証JQS,チエル,1298.0,,,,,,,,,,,,,,,
3934,東証1部,ベネフィットジャパン,1904.0,,,,,,,,,,,,,,,
3935,マザーズ,エディア,423.0,,,,,,,,,,,,,,,
3936,マザーズ,グローバルウェイ,1200.0,,,,,,,,,,,,,,,
3937,東証1部,Ｕｂｉｃｏｍホールディングス,2946.0,,,,,,,,,,,,,,,
3939,東証1部,カナミックネットワーク,629.0,,,,,,,,,,,,,,,
3940,東証1部,ノムラシステムコーポレーション,296.0,,,,,,,,,,,,,,,
3941,東証1部,レンゴー,958.0,,,,,,,,,,,,,,,
3943,福証,大石産業,1817.0,,,,,,,,,,,,,,,
3944,東証2部,古林紙工,2500.0,,,,,,,,,,,,,,,
3945,東証2部,スーパーバッグ,1184.0,,,,,,,,,,,,,,,
3946,東証1部,トーモク,1965.0,,,,,,,,,,,,,,,
3947,東証2部,ダイナパック,1490.0,,,,,,,,,,,,,,,
3948,東証JQS,光ビジネスフォーム,480.0,,,,,,,,,,,,,,,
3950,東証1部,ザ・パック,2808.0,,,,,,,,,,,,,,,
3951,東証2部,朝日印刷,941.0,,,,,,,,,,,,,,,
3952,名証2部,中央紙器工業,1130.0,,,,,,,,,,,,,,,
3953,東証JQS,大村紙業,615.0,,,,,,,,,,,,,,,
3954,東証JQS,昭和パックス,1738.0,,,,,,,,,,,,,,,
3955,東証2部,イムラ封筒,1043.0,,,,,,,,,,,,,,,
3956,東証JQS,国際チャート,307.0,,,,,,,,,,,,,,,
3960,マザーズ,バリューデザイン,4185.0,,,,,,,,,,,,,,,
3961,マザーズ,シルバーエッグ・テクノロジー,1322.0,,,,,,,,,,,,,,,
3962,東証1部,チェンジ,3005.0,,,,,,,,,,,,,,,
3963,東証1部,シンクロ・フード,373.0,,,,,,,,,,,,,,,
3964,東証1部,オークネット,1390.0,,,,,,,,,,,,,,,
3965,東証1部,キャピタル・アセット・プランニング,1172.0,,,,,,,,,,,,,,,
3966,マザーズ,ユーザベース,2370.0,,,,,,,,,,,,,,,
3967,マザーズ,エルテス,1219.0,,,,,,,,,,,,,,,
3968,東証1部,セグエグループ,1200.0,,,,,,,,,,,,,,,
3969,東証1部,エイトレッド,2371.0,,,,,,,,,,,,,,,
3970,マザーズ,イノベーション,3195.0,,,,,,,,,,,,,,,
3974,東証JQS,ティビィシィ・スキヤツト,445.0,,,,,,,,,,,,,,,
3975,東証1部,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,710.0,,,,,,,,,,,,,,,
3976,マザーズ,シャノン,1217.0,,,,,,,,,,,,,,,
3977,札幌ア,フュージョン,980.0,,,,,,,,,,,,,,,
3978,東証1部,マクロミル,868.0,,,,,,,,,,,,,,,
3979,マザーズ,うるる,3200.0,,,,,,,,,,,,,,,
3981,東証1部,ビーグリー,1368.0,,,,,,,,,,,,,,,
3983,東証1部,オロ,3435.0,,,,,,,,,,,,,,,
3984,東証1部,ユーザーローカル,4255.0,,,,,,,,,,,,,,,
3985,東証1部,テモナ,915.0,,,,,,,,,,,,,,,
3986,マザーズ,ビーブレイクシステムズ,1318.0,,,,,,,,,,,,,,,
3987,マザーズ,エコモット,893.0,,,,,,,,,,,,,,,
3988,東証JQS,ＳＹＳホールディングス,1257.0,,,,,,,,,,,,,,,
3989,マザーズ,シェアリングテクノロジー,219.0,,,,,,,,,,,,,,,
3990,マザーズ,ＵＵＵＭ,1455.0,,,,,,,,,,,,,,,
3991,マザーズ,ウォンテッドリー,3195.0,,,,,,,,,,,,,,,
3992,東証1部,ニーズウェル,612.0,,,,,,,,,,,,,,,
3993,マザーズ,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,2511.0,,,,,,,,,,,,,,,
3994,マザーズ,マネーフォワード,4900.0,,,,,,,,,,,,,,,
3995,マザーズ,ＳＫＩＹＡＫＩ,421.0,,,,,,,,,,,,,,,
3996,東証1部,サインポスト,843.0,,,,,,,,,,,,,,,
3997,東証JQS,トレードワークス,898.0,,,,,,,,,,,,,,,
3998,マザーズ,すららネット,3015.0,,,,,,,,,,,,,,,
3999,マザーズ,ナレッジスイート,823.0,,,,,,,,,,,,,,,
4004,東証1部,昭和電工,3695.0,,,,,,,,,,,,,,,
4005,東証1部,住友化学,592.0,,,,,,,,,,,,,,,
4008,東証1部,住友精化,3640.0,,,,,,,,,,,,,,,
4011,マザーズ,ヘッドウォータース,10860.0,,,,,,,,,,,,,,,
4012,マザーズ,アクシス,3735.0,,,,,,,,,,,,,,,
4013,マザーズ,勤次郎,2289.0,,,,,,,,,,,,,,,
4014,マザーズ,カラダノート,1298.0,,,,,,,,,,,,,,,
4015,マザーズ,アララ,1515.0,,,,,,,,,,,,,,,
4016,東証JQS,ＭＩＴホールディングス,1372.0,,,,,,,,,,,,,,,
4017,マザーズ,クリーマ,3170.0,,,,,,,,,,,,,,,
4019,マザーズ,スタメン,1007.0,,,,,,,,,,,,,,,
4020,マザーズ,ビートレンド,3000.0,,,,,,,,,,,,,,,
4021,東証1部,日産化学,5800.0,,,,,,,,,,,,,,,
4022,東証1部,ラサ工業,1897.0,,,,,,,,,,,,,,,
4023,東証1部,クレハ,6800.0,,,,,,,,,,,,,,,
4025,東証1部,多木化学,5980.0,,,,,,,,,,,,,,,
4026,東証2部,神島化学工業,1498.0,,,,,,,,,,,,,,,
4027,東証1部,テイカ,1261.0,,,,,,,,,,,,,,,
4028,東証1部,石原産業,1011.0,,,,,,,,,,,,,,,
4031,東証1部,片倉コープアグリ,1231.0,,,,,,,,,,,,,,,
4041,東証1部,日本曹達,3495.0,,,,,,,,,,,,,,,
4042,東証1部,東ソー,2088.0,,,,,,,,,,,,,,,
4043,東証1部,トクヤマ,2341.0,,,,,,,,,,,,,,,
4044,東証1部,セントラル硝子,2230.0,,,,,,,,,,,,,,,
4045,東証1部,東亞合成,1203.0,,,,,,,,,,,,,,,
4046,東証1部,大阪ソーダ,2473.0,,,,,,,,,,,,,,,
4047,東証1部,関東電化工業,916.0,,,,,,,,,,,,,,,
4051,マザーズ,ＧＭＯフィナンシャルゲート,16750.0,,,,,,,,,,,,,,,
4052,マザーズ,フィーチャ,1245.0,,,,,,,,,,,,,,,
4053,マザーズ,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,2129.0,,,,,,,,,,,,,,,
4054,マザーズ,日本情報クリエイト,1955.0,,,,,,,,,,,,,,,
4055,マザーズ,ティアンドエス,3735.0,,,,,,,,,,,,,,,
4056,マザーズ,ニューラルポケット,4360.0,,,,,,,,,,,,,,,
4057,マザーズ,インターファクトリー,2095.0,,,,,,,,,,,,,,,
4058,マザーズ,トヨクモ,1785.0,,,,,,,,,,,,,,,
4059,東証JQS,まぐまぐ,1210.0,,,,,,,,,,,,,,,
4060,マザーズ,ｒａｋｕｍｏ,1684.0,,,,,,,,,,,,,,,
4061,東証1部,デンカ,4250.0,,,,,,,,,,,,,,,
4062,東証1部,イビデン,4525.0,,,,,,,,,,,,,,,
4063,東証1部,信越化学工業,18365.0,,,,,,,,,,,,,,,
4064,東証1部,日本カーバイド工業,1341.0,,,,,,,,,,,,,,,
4078,東証1部,堺化学工業,1870.0,,,,,,,,,,,,,,,
4080,東証JQS,田中化学研究所,1010.0,,,,,,,,,,,,,,,
4082,東証1部,第一稀元素化学工業,1538.0,,,,,,,,,,,,,,,
4088,東証1部,エア・ウォーター,1855.0,,,,,,,,,,,,,,,
4091,東証1部,日本酸素ホールディングス,2243.0,,,,,,,,,,,,,,,
4092,東証1部,日本化学工業,2756.0,,,,,,,,,,,,,,,
4093,東証1部,東邦アセチレン,1253.0,,,,,,,,,,,,,,,
4094,東証2部,日本化学産業,1244.0,,,,,,,,,,,,,,,
4095,東証1部,日本パーカライジング,1137.0,,,,,,,,,,,,,,,
4097,東証1部,高圧ガス工業,667.0,,,,,,,,,,,,,,,
4098,東証1部,チタン工業,1909.0,,,,,,,,,,,,,,,
4099,東証1部,四国化成工業,1206.0,,,,,,,,,,,,,,,
4100,東証1部,戸田工業,2319.0,,,,,,,,,,,,,,,
4102,東証2部,丸尾カルシウム,1456.0,,,,,,,,,,,,,,,
4107,東証2部,伊勢化学工業,3290.0,,,,,,,,,,,,,,,
4109,東証1部,ステラ　ケミファ,2970.0,,,,,,,,,,,,,,,
4112,東証1部,保土谷化学工業,3860.0,,,,,,,,,,,,,,,
4113,東証2部,田岡化学工業,10700.0,,,,,,,,,,,,,,,
4114,東証1部,日本触媒,5640.0,,,,,,,,,,,,,,,
4115,東証2部,本州化学工業,1828.0,,,,,,,,,,,,,,,
4116,東証1部,大日精化工業,2387.0,,,,,,,,,,,,,,,
4118,東証1部,カネカ,4680.0,,,,,,,,,,,,,,,
4119,東証2部,日本ピグメント,2111.0,,,,,,,,,,,,,,,
4120,東証2部,スガイ化学工業,1512.0,,,,,,,,,,,,,,,
4124,東証JQS,大阪油化工業,1803.0,,,,,,,,,,,,,,,
4151,東証1部,協和キリン,3455.0,,,,,,,,,,,,,,,
4165,マザーズ,プレイド,3170.0,,,,,,,,,,,,,,,
4166,マザーズ,かっこ,3210.0,,,,,,,,,,,,,,,
4167,マザーズ,ココペリ,5200.0,,,,,,,,,,,,,,,
4168,マザーズ,ヤプリ,3685.0,,,,,,,,,,,,,,,
4169,マザーズ,ＥＮＥＣＨＡＮＧＥ,2159.0,,,,,,,,,,,,,,,
4170,マザーズ,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,1542.0,,,,,,,,,,,,,,,
4171,東証JQS,グローバルインフォメーション,1590.0,,,,,,,,,,,,,,,
4172,東証JQS,東和ハイシステム,2956.0,,,,,,,,,,,,,,,
4173,マザーズ,ＷＡＣＵＬ,2342.0,,,,,,,,,,,,,,,
4174,東証JQS,アピリッツ,3220.0,,,,,,,,,,,,,,,
4175,マザーズ,ｃｏｌｙ,4400.0,,,,,,,,,,,,,,,
4176,マザーズ,ココナラ,1624.0,,,,,,,,,,,,,,,
4177,マザーズ,ｉ－ｐｌｕｇ,3880.0,,,,,,,,,,,,,,,
4178,マザーズ,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,2681.0,,,,,,,,,,,,,,,
4179,マザーズ,ジーネクスト,1500.0,,,,,,,,,,,,,,,
4180,マザーズ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1392.0,,,,,,,,,,,,,,,
4182,東証1部,三菱ガス化学,2515.0,,,,,,,,,,,,,,,
4183,東証1部,三井化学,3615.0,,,,,,,,,,,,,,,
4185,東証1部,ＪＳＲ,3280.0,,,,,,,,,,,,,,,
4186,東証1部,東京応化工業,6840.0,,,,,,,,,,,,,,,
4187,東証1部,大阪有機化学工業,3815.0,,,,,,,,,,,,,,,
4188,東証1部,三菱ケミカルホールディングス,852.6,,,,,,,,,,,,,,,
4189,東証1部,ＫＨネオケム,2889.0,,,,,,,,,,,,,,,
