code,銘柄名,市場,業種,単元株数,現在値,出来高,配当利回り,予PER,実PBR,実ROE,売上高,経常利益,利益/売上,自己資本比率,優待月(上),優待月(下),単元倍率,特色,連結事業
3496,アズーム,マザーズ,,,5230.0,,,,,,,,,,,,,,
3497,ＬｅＴｅｃｈ,マザーズ,,,1183.0,,,,,,,,,,,,,,
3498,霞ヶ関キャピタル,マザーズ,,,4575.0,,,,,,,,,,,,,,
3501,住江織物,東証1部,,,1988.0,,,,,,,,,,,,,,
3504,丸八ホールディングス,名証2部,,,794.0,,,,,,,,,,,,,,
3512,日本フエルト,東証1部,,,438.0,,,,,,,,,,,,,,
3513,イチカワ,東証1部,,,1415.0,,,,,,,,,,,,,,
3515,フジコー,東証JQS,,,2926.0,,,,,,,,,,,,,,
3521,エコナックホールディングス,東証1部,,,90.0,,,,,,,,,,,,,,
3524,日東製網,東証1部,,,1527.0,,,,,,,,,,,,,,
3526,芦森工業,東証1部,,,1045.0,,,,,,,,,,,,,,
3528,プロスペクト,東証2部,,,32.0,,,,,,,,,,,,,,
3529,アツギ,東証1部,,,632.0,,,,,,,,,,,,,,
3536,アクサスホールディングス,東証JQS,,,137.0,,,,,,,,,,,,,,
3537,昭栄薬品,東証JQS,,,997.0,,,,,,,,,,,,,,
3538,ウイルプラスホールディングス,東証1部,,,1230.0,,,,,,,,,,,,,,
3539,ＪＭホールディングス,東証1部,,,2108.0,,,,,,,,,,,,,,
3540,歯愛メディカル,東証JQS,,,6710.0,,,,,,,,,,,,,,
3541,農業総合研究所,マザーズ,,,528.0,,,,,,,,,,,,,,
3542,ベガコーポレーション,マザーズ,,,1409.0,,,,,,,,,,,,,,
3543,コメダホールディングス,東証1部,,,2040.0,,,,,,,,,,,,,,
3544,サツドラホールディングス,東証1部,,,2197.0,,,,,,,,,,,,,,
3546,アレンザホールディングス,東証1部,,,1227.0,,,,,,,,,,,,,,
3547,串カツ田中ホールディングス,東証1部,,,1731.0,,,,,,,,,,,,,,
3548,バロックジャパンリミテッド,東証1部,,,761.0,,,,,,,,,,,,,,
3549,クスリのアオキホールディングス,東証1部,,,7790.0,,,,,,,,,,,,,,
3550,スタジオアタオ,マザーズ,,,458.0,,,,,,,,,,,,,,
3551,ダイニック,東証1部,,,789.0,,,,,,,,,,,,,,
3553,共和レザー,東証1部,,,701.0,,,,,,,,,,,,,,
3556,リネットジャパングループ,マザーズ,,,847.0,,,,,,,,,,,,,,
3557,ユナイテッド＆コレクティブ,マザーズ,,,1022.0,,,,,,,,,,,,,,
3558,ロコンド,マザーズ,,,1610.0,,,,,,,,,,,,,,
3559,ピーバンドットコム,東証1部,,,847.0,,,,,,,,,,,,,,
3560,ほぼ日,東証JQS,,,4020.0,,,,,,,,,,,,,,
3561,力の源ホールディングス,東証1部,,,614.0,,,,,,,,,,,,,,
3562,Ｎｏ．１,東証JQS,,,1272.0,,,,,,,,,,,,,,
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,東証1部,,,4740.0,,,,,,,,,,,,,,
3565,アセンテック,東証1部,,,1290.0,,,,,,,,,,,,,,
3566,ユニフォームネクスト,マザーズ,,,1846.0,,,,,,,,,,,,,,
3569,セーレン,東証1部,,,1978.0,,,,,,,,,,,,,,
3571,ソトー,東証1部,,,799.0,,,,,,,,,,,,,,
3577,東海染工,東証1部,,,1127.0,,,,,,,,,,,,,,
3578,倉庫精練,東証2部,,,410.0,,,,,,,,,,,,,,
3580,小松マテーレ,東証1部,,,919.0,,,,,,,,,,,,,,
3583,オーベクス,東証2部,,,669.0,,,,,,,,,,,,,,
3591,ワコールホールディングス,東証1部,,,2522.0,,,,,,,,,,,,,,
3593,ホギメディカル,東証1部,,,3335.0,,,,,,,,,,,,,,
3597,自重堂,東証2部,,,6990.0,,,,,,,,,,,,,,
3598,山喜,東証2部,,,166.0,,,,,,,,,,,,,,
3600,フジックス,東証2部,,,1693.0,,,,,,,,,,,,,,
3604,川本産業,東証2部,,,1154.0,,,,,,,,,,,,,,
3607,クラウディアホールディングス,東証1部,,,285.0,,,,,,,,,,,,,,
3608,ＴＳＩホールディングス,東証1部,,,316.0,,,,,,,,,,,,,,
3611,マツオカコーポレーション,東証1部,,,1908.0,,,,,,,,,,,,,,
3612,ワールド,東証1部,,,1504.0,,,,,,,,,,,,,,
3622,ネットイヤーグループ,マザーズ,,,683.0,,,,,,,,,,,,,,
3623,ビリングシステム,マザーズ,,,1119.0,,,,,,,,,,,,,,
3624,アクセルマーク,マザーズ,,,504.0,,,,,,,,,,,,,,
3625,テックファームホールディングス,東証JQG,,,668.0,,,,,,,,,,,,,,
3626,ＴＩＳ,東証1部,,,2586.0,,,,,,,,,,,,,,
3627,ＪＮＳホールディングス,東証1部,,,529.0,,,,,,,,,,,,,,
3628,データホライゾン,マザーズ,,,4450.0,,,,,,,,,,,,,,
3630,電算システム,東証1部,,,3120.0,,,,,,,,,,,,,,
3632,グリー,東証1部,,,563.0,,,,,,,,,,,,,,
3633,ＧＭＯペパボ,東証1部,,,5390.0,,,,,,,,,,,,,,
3634,ソケッツ,東証2部,,,824.0,,,,,,,,,,,,,,
3635,コーエーテクモホールディングス,東証1部,,,4670.0,,,,,,,,,,,,,,
3636,三菱総合研究所,東証1部,,,4135.0,,,,,,,,,,,,,,
3639,ボルテージ,東証1部,,,514.0,,,,,,,,,,,,,,
3640,電算,東証1部,,,2343.0,,,,,,,,,,,,,,
3641,パピレス,東証JQS,,,1621.0,,,,,,,,,,,,,,
3645,メディカルネット,マザーズ,,,1314.0,,,,,,,,,,,,,,
3646,駅探,マザーズ,,,485.0,,,,,,,,,,,,,,
3647,ジー・スリーホールディングス,東証2部,,,486.0,,,,,,,,,,,,,,
3648,ＡＧＳ,東証1部,,,820.0,,,,,,,,,,,,,,
3649,ファインデックス,東証1部,,,1098.0,,,,,,,,,,,,,,
3652,ディジタルメディアプロフェッショナル,マザーズ,,,2073.0,,,,,,,,,,,,,,
3653,モルフォ,マザーズ,,,1318.0,,,,,,,,,,,,,,
3655,ブレインパッド,東証1部,,,5430.0,,,,,,,,,,,,,,
3656,ＫＬａｂ,東証1部,,,714.0,,,,,,,,,,,,,,
3657,ポールトゥウィン・ピットクルーホールディングス,東証1部,,,1060.0,,,,,,,,,,,,,,
3658,イーブックイニシアティブジャパン,東証1部,,,2478.0,,,,,,,,,,,,,,
3659,ネクソン,東証1部,,,2722.0,,,,,,,,,,,,,,
3660,アイスタイル,東証1部,,,507.0,,,,,,,,,,,,,,
3661,エムアップホールディングス,東証1部,,,2466.0,,,,,,,,,,,,,,
3662,エイチーム,東証1部,,,1658.0,,,,,,,,,,,,,,
3663,アートスパークホールディングス,東証2部,,,3020.0,,,,,,,,,,,,,,
3664,モブキャストホールディングス,マザーズ,,,126.0,,,,,,,,,,,,,,
3665,エニグモ,東証1部,,,1263.0,,,,,,,,,,,,,,
3666,テクノスジャパン,東証1部,,,606.0,,,,,,,,,,,,,,
3667,ｅｎｉｓｈ,東証1部,,,504.0,,,,,,,,,,,,,,
3668,コロプラ,東証1部,,,787.0,,,,,,,,,,,,,,
3670,協立情報通信,東証JQS,,,1700.0,,,,,,,,,,,,,,
3671,ソフトマックス,マザーズ,,,1190.0,,,,,,,,,,,,,,
3672,オルトプラス,東証1部,,,464.0,,,,,,,,,,,,,,
3673,ブロードリーフ,東証1部,,,533.0,,,,,,,,,,,,,,
3674,オークファン,マザーズ,,,1304.0,,,,,,,,,,,,,,
3675,クロス・マーケティンググループ,東証1部,,,624.0,,,,,,,,,,,,,,
3676,デジタルハーツホールディングス,東証1部,,,1467.0,,,,,,,,,,,,,,
3677,システム情報,東証1部,,,934.0,,,,,,,,,,,,,,
3678,メディアドゥ,東証1部,,,5120.0,,,,,,,,,,,,,,
3679,じげん,東証1部,,,404.0,,,,,,,,,,,,,,
3680,ホットリンク,マザーズ,,,726.0,,,,,,,,,,,,,,
3681,ブイキューブ,東証1部,,,2693.0,,,,,,,,,,,,,,
3682,エンカレッジ・テクノロジ,東証1部,,,626.0,,,,,,,,,,,,,,
3683,サイバーリンクス,東証1部,,,1568.0,,,,,,,,,,,,,,
3686,ディー・エル・イー,東証1部,,,293.0,,,,,,,,,,,,,,
3687,フィックスターズ,東証1部,,,884.0,,,,,,,,,,,,,,
3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,東証1部,,,1606.0,,,,,,,,,,,,,,
3689,イグニス,マザーズ,,,2991.0,,,,,,,,,,,,,,
3690,イルグルム,マザーズ,,,1193.0,,,,,,,,,,,,,,
3691,リアルワールド,マザーズ,,,534.0,,,,,,,,,,,,,,
3692,ＦＦＲＩセキュリティ,マザーズ,,,2103.0,,,,,,,,,,,,,,
3694,オプティム,東証1部,,,2427.0,,,,,,,,,,,,,,
3695,ＧＭＯリサーチ,マザーズ,,,1902.0,,,,,,,,,,,,,,
3696,セレス,東証1部,,,3700.0,,,,,,,,,,,,,,
3697,ＳＨＩＦＴ,東証1部,,,13950.0,,,,,,,,,,,,,,
3698,ＣＲＩ・ミドルウェア,マザーズ,,,1620.0,,,,,,,,,,,,,,
3708,特種東海製紙,東証1部,,,4650.0,,,,,,,,,,,,,,
3710,ジョルダン,東証JQS,,,821.0,,,,,,,,,,,,,,
3712,情報企画,東証2部,,,2889.0,,,,,,,,,,,,,,
3719,ジェクシード,東証JQS,,,211.0,,,,,,,,,,,,,,
3723,日本ファルコム,マザーズ,,,1501.0,,,,,,,,,,,,,,
3726,フォーシーズホールディングス,東証2部,,,473.0,,,,,,,,,,,,,,
3727,アプリックス,マザーズ,,,214.0,,,,,,,,,,,,,,
3733,ソフトウェア・サービス,東証JQS,,,10310.0,,,,,,,,,,,,,,
3738,ティーガイア,東証1部,,,1942.0,,,,,,,,,,,,,,
3739,コムシード,名古屋セ,,,228.0,,,,,,,,,,,,,,
3741,セック,東証1部,,,2665.0,,,,,,,,,,,,,,
3744,サイオス,東証2部,,,652.0,,,,,,,,,,,,,,
3747,インタートレード,東証2部,,,512.0,,,,,,,,,,,,,,
3750,ＦＲＡＣＴＡＬＥ,東証2部,,,1390.0,,,,,,,,,,,,,,
3751,日本アジアグループ,東証1部,,,953.0,,,,,,,,,,,,,,
3753,フライトホールディングス,東証2部,,,538.0,,,,,,,,,,,,,,
3758,アエリア,東証JQS,,,569.0,,,,,,,,,,,,,,
3760,ケイブ,東証JQS,,,1010.0,,,,,,,,,,,,,,
3762,テクマトリックス,東証1部,,,1854.0,,,,,,,,,,,,,,
3763,プロシップ,東証1部,,,1348.0,,,,,,,,,,,,,,
3765,ガンホー・オンライン・エンターテイメント,東証1部,,,2018.0,,,,,,,,,,,,,,
3766,システムズ・デザイン,東証JQS,,,639.0,,,,,,,,,,,,,,
3768,リスクモンスター,東証2部,,,1013.0,,,,,,,,,,,,,,
3769,ＧＭＯペイメントゲートウェイ,東証1部,,,12740.0,,,,,,,,,,,,,,
3770,ザッパラス,東証1部,,,516.0,,,,,,,,,,,,,,
3771,システムリサーチ,東証1部,,,2155.0,,,,,,,,,,,,,,
3772,ウェルス・マネジメント,東証2部,,,1370.0,,,,,,,,,,,,,,
3773,アドバンスト・メディア,マザーズ,,,798.0,,,,,,,,,,,,,,
3774,インターネットイニシアティブ,東証1部,,,2608.0,,,,,,,,,,,,,,
3775,ガイアックス,名古屋セ,,,703.0,,,,,,,,,,,,,,
3776,ブロードバンドタワー,東証JQS,,,245.0,,,,,,,,,,,,,,
3777,ＦＨＴホールディングス,東証JQG,,,18.0,,,,,,,,,,,,,,
3778,さくらインターネット,東証1部,,,618.0,,,,,,,,,,,,,,
3779,ジェイ・エスコム　ホールディングス,東証JQS,,,107.0,,,,,,,,,,,,,,
3782,ディー・ディー・エス,マザーズ,,,197.0,,,,,,,,,,,,,,
3784,ヴィンクス,東証1部,,,927.0,,,,,,,,,,,,,,
3787,テクノマセマティカル,東証2部,,,758.0,,,,,,,,,,,,,,
3788,ＧＭＯグローバルサイン・ホールディングス,東証1部,,,5030.0,,,,,,,,,,,,,,
3791,ＩＧポート,東証JQS,,,1686.0,,,,,,,,,,,,,,
3793,ドリコム,マザーズ,,,648.0,,,,,,,,,,,,,,
3796,いい生活,東証2部,,,469.0,,,,,,,,,,,,,,
3798,ＵＬＳグループ,東証JQS,,,3225.0,,,,,,,,,,,,,,
3799,キーウェアソリューションズ,東証2部,,,782.0,,,,,,,,,,,,,,
3800,ユニリタ,東証JQS,,,1904.0,,,,,,,,,,,,,,
3802,エコミック,東証JQS,,,532.0,,,,,,,,,,,,,,
3803,イメージ情報開発,東証JQG,,,544.0,,,,,,,,,,,,,,
3804,システム　ディ,東証JQS,,,1453.0,,,,,,,,,,,,,,
3807,フィスコ,東証JQG,,,192.0,,,,,,,,,,,,,,
3808,オウケイウェイヴ,名古屋セ,,,268.0,,,,,,,,,,,,,,
3810,サイバーステップ,東証2部,,,685.0,,,,,,,,,,,,,,
3814,アルファクス・フード・システム,東証JQG,,,757.0,,,,,,,,,,,,,,
3815,メディア工房,マザーズ,,,323.0,,,,,,,,,,,,,,
3816,大和コンピューター,東証JQS,,,1108.0,,,,,,,,,,,,,,
3817,ＳＲＡホールディングス,東証1部,,,2558.0,,,,,,,,,,,,,,
3823,アクロディア,東証2部,,,176.0,,,,,,,,,,,,,,
3824,メディアファイブ,福岡Q,,,683.0,,,,,,,,,,,,,,
3825,リミックスポイント,東証2部,,,181.0,,,,,,,,,,,,,,
3826,システムインテグレータ,東証1部,,,628.0,,,,,,,,,,,,,,
3830,ギガプライズ,名古屋セ,,,1373.0,,,,,,,,,,,,,,
3834,朝日ネット,東証1部,,,698.0,,,,,,,,,,,,,,
3835,ｅＢＡＳＥ,東証1部,,,929.0,,,,,,,,,,,,,,
3836,アバント,東証1部,,,1404.0,,,,,,,,,,,,,,
3837,アドソル日進,東証1部,,,2442.0,,,,,,,,,,,,,,
3839,ＯＤＫソリューションズ,東証1部,,,863.0,,,,,,,,,,,,,,
3840,パス,東証2部,,,96.0,,,,,,,,,,,,,,
3841,ジーダット,東証JQS,,,1250.0,,,,,,,,,,,,,,
3842,ネクストジェン,東証JQG,,,1206.0,,,,,,,,,,,,,,
3843,フリービット,東証1部,,,888.0,,,,,,,,,,,,,,
3844,コムチュア,東証1部,,,2357.0,,,,,,,,,,,,,,
3845,アイフリークモバイル,東証JQS,,,153.0,,,,,,,,,,,,,,
3847,パシフィックシステム,東証JQS,,,3320.0,,,,,,,,,,,,,,
3848,データ・アプリケーション,東証JQS,,,1680.0,,,,,,,,,,,,,,
3849,日本テクノ・ラボ,札幌ア,,,1070.0,,,,,,,,,,,,,,
3850,ＮＴＴデータイントラマート,東証2部,,,2807.0,,,,,,,,,,,,,,
3851,日本一ソフトウェア,東証JQS,,,1082.0,,,,,,,,,,,,,,
3852,サイバーコム,東証1部,,,1496.0,,,,,,,,,,,,,,
3853,アステリア,東証1部,,,786.0,,,,,,,,,,,,,,
3854,アイル,東証1部,,,1530.0,,,,,,,,,,,,,,
3856,Ａｂａｌａｎｃｅ,東証2部,,,5000.0,,,,,,,,,,,,,,
3857,ラック,東証JQS,,,992.0,,,,,,,,,,,,,,
3858,ユビキタスＡＩコーポレーション,東証JQS,,,571.0,,,,,,,,,,,,,,
3861,王子ホールディングス,東証1部,,,693.0,,,,,,,,,,,,,,
3863,日本製紙,東証1部,,,1419.0,,,,,,,,,,,,,,
3864,三菱製紙,東証1部,,,366.0,,,,,,,,,,,,,,
3865,北越コーポレーション,東証1部,,,635.0,,,,,,,,,,,,,,
3877,中越パルプ工業,東証1部,,,1293.0,,,,,,,,,,,,,,
3878,巴川製紙所,東証1部,,,797.0,,,,,,,,,,,,,,
3880,大王製紙,東証1部,,,1881.0,,,,,,,,,,,,,,
3891,ニッポン高度紙工業,東証JQS,,,3120.0,,,,,,,,,,,,,,
3892,岡山製紙,東証JQS,,,981.0,,,,,,,,,,,,,,
3895,ハビックス,東証JQS,,,558.0,,,,,,,,,,,,,,
3896,阿波製紙,東証1部,,,421.0,,,,,,,,,,,,,,
3900,クラウドワークス,マザーズ,,,1490.0,,,,,,,,,,,,,,
3901,マークラインズ,東証1部,,,2897.0,,,,,,,,,,,,,,
3902,メディカル・データ・ビジョン,東証1部,,,1948.0,,,,,,,,,,,,,,
3903,ｇｕｍｉ,東証1部,,,1222.0,,,,,,,,,,,,,,
3904,カヤック,マザーズ,,,841.0,,,,,,,,,,,,,,
3905,データセクション,マザーズ,,,432.0,,,,,,,,,,,,,,
3906,ＡＬＢＥＲＴ,マザーズ,,,4940.0,,,,,,,,,,,,,,
3907,シリコンスタジオ,マザーズ,,,1103.0,,,,,,,,,,,,,,
3908,コラボス,マザーズ,,,535.0,,,,,,,,,,,,,,
3909,ショーケース,東証1部,,,724.0,,,,,,,,,,,,,,
3910,エムケイシステム,東証JQS,,,656.0,,,,,,,,,,,,,,
3911,Ａｉｍｉｎｇ,マザーズ,,,361.0,,,,,,,,,,,,,,
3912,モバイルファクトリー,東証1部,,,1350.0,,,,,,,,,,,,,,
3913,ｓＭｅｄｉｏ,マザーズ,,,1134.0,,,,,,,,,,,,,,
3914,ＪＩＧ－ＳＡＷ,マザーズ,,,8520.0,,,,,,,,,,,,,,
3915,テラスカイ,東証1部,,,2572.0,,,,,,,,,,,,,,
3916,デジタル・インフォメーション・テクノロジー,東証1部,,,1981.0,,,,,,,,,,,,,,
3917,アイリッジ,マザーズ,,,738.0,,,,,,,,,,,,,,
3918,ＰＣＩホールディングス,東証1部,,,1415.0,,,,,,,,,,,,,,
3919,パイプドＨＤ,東証1部,,,1534.0,,,,,,,,,,,,,,
3920,アイビーシー,東証1部,,,984.0,,,,,,,,,,,,,,
3921,ネオジャパン,東証1部,,,1692.0,,,,,,,,,,,,,,
3922,ＰＲ　ＴＩＭＥＳ,東証1部,,,3030.0,,,,,,,,,,,,,,
3923,ラクス,東証1部,,,2038.0,,,,,,,,,,,,,,
3924,ランドコンピュータ,東証1部,,,1039.0,,,,,,,,,,,,,,
3925,ダブルスタンダード,東証1部,,,4465.0,,,,,,,,,,,,,,
3926,オープンドア,東証1部,,,2214.0,,,,,,,,,,,,,,
3927,フーバーブレイン,マザーズ,,,759.0,,,,,,,,,,,,,,
3928,マイネット,東証1部,,,842.0,,,,,,,,,,,,,,
3929,ソーシャルワイヤー,マザーズ,,,649.0,,,,,,,,,,,,,,
3930,はてな,マザーズ,,,1406.0,,,,,,,,,,,,,,
3931,バリューゴルフ,マザーズ,,,1800.0,,,,,,,,,,,,,,
3932,アカツキ,東証1部,,,3635.0,,,,,,,,,,,,,,
3933,チエル,東証JQS,,,1298.0,,,,,,,,,,,,,,
3934,ベネフィットジャパン,東証1部,,,1904.0,,,,,,,,,,,,,,
3935,エディア,マザーズ,,,423.0,,,,,,,,,,,,,,
3936,グローバルウェイ,マザーズ,,,1200.0,,,,,,,,,,,,,,
3937,Ｕｂｉｃｏｍホールディングス,東証1部,,,2946.0,,,,,,,,,,,,,,
3939,カナミックネットワーク,東証1部,,,629.0,,,,,,,,,,,,,,
3940,ノムラシステムコーポレーション,東証1部,,,296.0,,,,,,,,,,,,,,
3941,レンゴー,東証1部,,,958.0,,,,,,,,,,,,,,
3943,大石産業,福証,,,1817.0,,,,,,,,,,,,,,
3944,古林紙工,東証2部,,,2500.0,,,,,,,,,,,,,,
3945,スーパーバッグ,東証2部,,,1184.0,,,,,,,,,,,,,,
3946,トーモク,東証1部,,,1965.0,,,,,,,,,,,,,,
3947,ダイナパック,東証2部,,,1490.0,,,,,,,,,,,,,,
3948,光ビジネスフォーム,東証JQS,,,480.0,,,,,,,,,,,,,,
3950,ザ・パック,東証1部,,,2808.0,,,,,,,,,,,,,,
3951,朝日印刷,東証2部,,,941.0,,,,,,,,,,,,,,
3952,中央紙器工業,名証2部,,,1130.0,,,,,,,,,,,,,,
3953,大村紙業,東証JQS,,,615.0,,,,,,,,,,,,,,
3954,昭和パックス,東証JQS,,,1738.0,,,,,,,,,,,,,,
3955,イムラ封筒,東証2部,,,1043.0,,,,,,,,,,,,,,
3956,国際チャート,東証JQS,,,307.0,,,,,,,,,,,,,,
3960,バリューデザイン,マザーズ,,,4185.0,,,,,,,,,,,,,,
3961,シルバーエッグ・テクノロジー,マザーズ,,,1322.0,,,,,,,,,,,,,,
3962,チェンジ,東証1部,,,3005.0,,,,,,,,,,,,,,
3963,シンクロ・フード,東証1部,,,373.0,,,,,,,,,,,,,,
3964,オークネット,東証1部,,,1390.0,,,,,,,,,,,,,,
3965,キャピタル・アセット・プランニング,東証1部,,,1172.0,,,,,,,,,,,,,,
3966,ユーザベース,マザーズ,,,2370.0,,,,,,,,,,,,,,
3967,エルテス,マザーズ,,,1219.0,,,,,,,,,,,,,,
3968,セグエグループ,東証1部,,,1200.0,,,,,,,,,,,,,,
3969,エイトレッド,東証1部,,,2371.0,,,,,,,,,,,,,,
3970,イノベーション,マザーズ,,,3195.0,,,,,,,,,,,,,,
3974,ティビィシィ・スキヤツト,東証JQS,,,445.0,,,,,,,,,,,,,,
3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,東証1部,,,710.0,,,,,,,,,,,,,,
3976,シャノン,マザーズ,,,1217.0,,,,,,,,,,,,,,
3977,フュージョン,札幌ア,,,980.0,,,,,,,,,,,,,,
3978,マクロミル,東証1部,,,868.0,,,,,,,,,,,,,,
3979,うるる,マザーズ,,,3200.0,,,,,,,,,,,,,,
3981,ビーグリー,東証1部,,,1368.0,,,,,,,,,,,,,,
3983,オロ,東証1部,,,3435.0,,,,,,,,,,,,,,
3984,ユーザーローカル,東証1部,,,4255.0,,,,,,,,,,,,,,
3985,テモナ,東証1部,,,915.0,,,,,,,,,,,,,,
3986,ビーブレイクシステムズ,マザーズ,,,1318.0,,,,,,,,,,,,,,
3987,エコモット,マザーズ,,,893.0,,,,,,,,,,,,,,
3988,ＳＹＳホールディングス,東証JQS,,,1257.0,,,,,,,,,,,,,,
3989,シェアリングテクノロジー,マザーズ,,,219.0,,,,,,,,,,,,,,
3990,ＵＵＵＭ,マザーズ,,,1455.0,,,,,,,,,,,,,,
3991,ウォンテッドリー,マザーズ,,,3195.0,,,,,,,,,,,,,,
3992,ニーズウェル,東証1部,,,612.0,,,,,,,,,,,,,,
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,マザーズ,,,2511.0,,,,,,,,,,,,,,
3994,マネーフォワード,マザーズ,,,4900.0,,,,,,,,,,,,,,
3995,ＳＫＩＹＡＫＩ,マザーズ,,,421.0,,,,,,,,,,,,,,
3996,サインポスト,東証1部,,,843.0,,,,,,,,,,,,,,
3997,トレードワークス,東証JQS,,,898.0,,,,,,,,,,,,,,
3998,すららネット,マザーズ,,,3015.0,,,,,,,,,,,,,,
3999,ナレッジスイート,マザーズ,,,823.0,,,,,,,,,,,,,,
4004,昭和電工,東証1部,,,3695.0,,,,,,,,,,,,,,
4005,住友化学,東証1部,,,592.0,,,,,,,,,,,,,,
4008,住友精化,東証1部,,,3640.0,,,,,,,,,,,,,,
4011,ヘッドウォータース,マザーズ,,,10860.0,,,,,,,,,,,,,,
4012,アクシス,マザーズ,,,3735.0,,,,,,,,,,,,,,
4013,勤次郎,マザーズ,,,2289.0,,,,,,,,,,,,,,
4014,カラダノート,マザーズ,,,1298.0,,,,,,,,,,,,,,
4015,アララ,マザーズ,,,1515.0,,,,,,,,,,,,,,
4016,ＭＩＴホールディングス,東証JQS,,,1372.0,,,,,,,,,,,,,,
4017,クリーマ,マザーズ,,,3170.0,,,,,,,,,,,,,,
4019,スタメン,マザーズ,,,1007.0,,,,,,,,,,,,,,
4020,ビートレンド,マザーズ,,,3000.0,,,,,,,,,,,,,,
4021,日産化学,東証1部,,,5800.0,,,,,,,,,,,,,,
4022,ラサ工業,東証1部,,,1897.0,,,,,,,,,,,,,,
4023,クレハ,東証1部,,,6800.0,,,,,,,,,,,,,,
4025,多木化学,東証1部,,,5980.0,,,,,,,,,,,,,,
4026,神島化学工業,東証2部,,,1498.0,,,,,,,,,,,,,,
4027,テイカ,東証1部,,,1261.0,,,,,,,,,,,,,,
4028,石原産業,東証1部,,,1011.0,,,,,,,,,,,,,,
4031,片倉コープアグリ,東証1部,,,1231.0,,,,,,,,,,,,,,
4041,日本曹達,東証1部,,,3495.0,,,,,,,,,,,,,,
4042,東ソー,東証1部,,,2088.0,,,,,,,,,,,,,,
4043,トクヤマ,東証1部,,,2341.0,,,,,,,,,,,,,,
4044,セントラル硝子,東証1部,,,2230.0,,,,,,,,,,,,,,
4045,東亞合成,東証1部,,,1203.0,,,,,,,,,,,,,,
4046,大阪ソーダ,東証1部,,,2473.0,,,,,,,,,,,,,,
4047,関東電化工業,東証1部,,,916.0,,,,,,,,,,,,,,
4051,ＧＭＯフィナンシャルゲート,マザーズ,,,16750.0,,,,,,,,,,,,,,
4052,フィーチャ,マザーズ,,,1245.0,,,,,,,,,,,,,,
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,マザーズ,,,2129.0,,,,,,,,,,,,,,
4054,日本情報クリエイト,マザーズ,,,1955.0,,,,,,,,,,,,,,
4055,ティアンドエス,マザーズ,,,3735.0,,,,,,,,,,,,,,
4056,ニューラルポケット,マザーズ,,,4360.0,,,,,,,,,,,,,,
4057,インターファクトリー,マザーズ,,,2095.0,,,,,,,,,,,,,,
4058,トヨクモ,マザーズ,,,1785.0,,,,,,,,,,,,,,
4059,まぐまぐ,東証JQS,,,1210.0,,,,,,,,,,,,,,
4060,ｒａｋｕｍｏ,マザーズ,,,1684.0,,,,,,,,,,,,,,
4061,デンカ,東証1部,,,4250.0,,,,,,,,,,,,,,
4062,イビデン,東証1部,,,4525.0,,,,,,,,,,,,,,
4063,信越化学工業,東証1部,,,18365.0,,,,,,,,,,,,,,
4064,日本カーバイド工業,東証1部,,,1341.0,,,,,,,,,,,,,,
4078,堺化学工業,東証1部,,,1870.0,,,,,,,,,,,,,,
4080,田中化学研究所,東証JQS,,,1010.0,,,,,,,,,,,,,,
4082,第一稀元素化学工業,東証1部,,,1538.0,,,,,,,,,,,,,,
4088,エア・ウォーター,東証1部,,,1855.0,,,,,,,,,,,,,,
4091,日本酸素ホールディングス,東証1部,,,2243.0,,,,,,,,,,,,,,
4092,日本化学工業,東証1部,,,2756.0,,,,,,,,,,,,,,
4093,東邦アセチレン,東証1部,,,1253.0,,,,,,,,,,,,,,
4094,日本化学産業,東証2部,,,1244.0,,,,,,,,,,,,,,
4095,日本パーカライジング,東証1部,,,1137.0,,,,,,,,,,,,,,
4097,高圧ガス工業,東証1部,,,667.0,,,,,,,,,,,,,,
4098,チタン工業,東証1部,,,1909.0,,,,,,,,,,,,,,
4099,四国化成工業,東証1部,,,1206.0,,,,,,,,,,,,,,
4100,戸田工業,東証1部,,,2319.0,,,,,,,,,,,,,,
4102,丸尾カルシウム,東証2部,,,1456.0,,,,,,,,,,,,,,
4107,伊勢化学工業,東証2部,,,3290.0,,,,,,,,,,,,,,
4109,ステラ　ケミファ,東証1部,,,2970.0,,,,,,,,,,,,,,
4112,保土谷化学工業,東証1部,,,3860.0,,,,,,,,,,,,,,
4113,田岡化学工業,東証2部,,,10700.0,,,,,,,,,,,,,,
4114,日本触媒,東証1部,,,5640.0,,,,,,,,,,,,,,
4115,本州化学工業,東証2部,,,1828.0,,,,,,,,,,,,,,
4116,大日精化工業,東証1部,,,2387.0,,,,,,,,,,,,,,
4118,カネカ,東証1部,,,4680.0,,,,,,,,,,,,,,
4119,日本ピグメント,東証2部,,,2111.0,,,,,,,,,,,,,,
4120,スガイ化学工業,東証2部,,,1512.0,,,,,,,,,,,,,,
4124,大阪油化工業,東証JQS,,,1803.0,,,,,,,,,,,,,,
4151,協和キリン,東証1部,,,3455.0,,,,,,,,,,,,,,
